"妥";1102;7;"常用漢字 (jōyō kanji)";"女";"ダ ";"null";"やす ";"gentle, peace, depravity";509;"da ";"null"
"妨";1482;7;"常用漢字 (jōyō kanji)";"女";"ボウ ";"さまた.げる ";"null";"disturb, prevent, hamper, obstruct";510;"bou ";"samata.geru "
"妹";1446;8;"教育漢字 (kyōiku kanji)";"女";"マイ ";"いもうと ";"す, せ, も ";"younger sister";511;"mai ";"imouto "
"妻";691;8;"教育漢字 (kyōiku kanji)";"女";"サイ ";"つま ";"ずま, め ";"wife, spouse";512;"sai ";"tsuma "
"妾";9999;8;"表外漢字 (hyōgai kanji)";"立";"ショウ ";"めかけ, そばめ, わらわ ";"null";"concubine";513;"shou ";"mekake, sobame, warawa "
"姉";1473;8;"教育漢字 (kyōiku kanji)";"女";"シ ";"あね, はは ";"null";"elder sister";514;"shi ";"ane, haha "
"始";244;8;"教育漢字 (kyōiku kanji)";"女";"シ ";"はじ.める, -はじ.める, はじ.まる ";"もと ";"commence, begin";515;"shi ";"haji.meru, -haji.meru, haji.maru "
"姑";2041;8;"表外漢字 (hyōgai kanji)";"女";"コ ";"しゅうとめ, しゅうと, おば, しばらく ";"null";"mother-in-law";516;"ko ";"shuutome, shuuto, oba, shibaraku "
"姓";1628;8;"常用漢字 (jōyō kanji)";"女";"セイ, ショウ ";"null";"null";"surname";517;"sei, shou ";"null"
"委";187;8;"教育漢字 (kyōiku kanji)";"女";"イ ";"ゆだ.ねる ";"まかせ ";"committee, entrust to, leave to, devote, discard";518;"i ";"yuda.neru "
"姚";2433;9;"表外漢字 (hyōgai kanji)";"女";"ヨウ, チョウ ";"うつく.しい ";"null";"beautiful";519;"you, chou ";"utsuku.shii "
"姜";1915;9;"表外漢字 (hyōgai kanji)";"女";"キョウ, ガ ";"こう ";"かん ";"Chinese surname, ginger";520;"kyou, ga ";"kou "
"姫";1566;10;"常用漢字 (jōyō kanji)";"女";"キ ";"ひめ, ひめ- ";"null";"princess";521;"ki ";"hime, hime- "
"姻";1985;9;"常用漢字 (jōyō kanji)";"女";"イン ";"null";"null";"matrimony, marry";522;"in ";"null"
"姿";441;9;"教育漢字 (kyōiku kanji)";"女";"シ ";"すがた ";"しな ";"figure, form, shape";523;"shi ";"sugata "
"威";1103;9;"常用漢字 (jōyō kanji)";"女";"イ ";"おど.す, おど.し, おど.かす ";"いさ, たけ, たけし ";"intimidate, dignity, majesty, menace, threaten";524;"i ";"odo.su, odo.shi, odo.kasu "
"娄";9999;9;"表外漢字 (hyōgai kanji)";"女";"ル, ロウ ";"つな.ぐ, ひ.く ";"null";"surname, constellation, to wear";525;"ru, rou ";"tsuna.gu, hi.ku "
"娘";1145;10;"常用漢字 (jōyō kanji)";"女";"ジョウ ";"むすめ, こ ";"null";"daughter, girl";526;"jou ";"musume, ko "
"娠";1623;10;"常用漢字 (jōyō kanji)";"女";"シン ";"null";"null";"with child, pregnancy";527;"shin ";"null"
"娯";1827;10;"常用漢字 (jōyō kanji)";"女";"ゴ ";"null";"null";"recreation, pleasure";528;"go ";"null"
"娼";2242;11;"表外漢字 (hyōgai kanji)";"女";"ショウ ";"あそびめ ";"null";"prostitute";529;"shou ";"asobime "
"婆";2435;11;"常用漢字 (jōyō kanji)";"女";"バ ";"ばば, ばあ ";"null";"old woman, grandma, wet nurse";530;"ba ";"baba, baa "
"婚";767;11;"常用漢字 (jōyō kanji)";"女";"コン ";"null";"null";"marriage";531;"kon ";"null"
"婦";671;11;"教育漢字 (kyōiku kanji)";"女";"フ ";"よめ ";"ね ";"lady, woman, wife, bride";532;"fu ";"yome "
"婿";2099;12;"常用漢字 (jōyō kanji)";"女";"セイ ";"むこ ";"null";"bridegroom, son-in-law";533;"sei ";"muko "
"媒";1900;12;"常用漢字 (jōyō kanji)";"女";"バイ ";"なこうど ";"null";"mediator, go-between";534;"bai ";"nakoudo "
"媛";1735;12;"常用漢字 (jōyō kanji)";"女";"エン ";"ひめ ";"null";"beautiful woman, princess";535;"en ";"hime "
"嫁";1581;13;"常用漢字 (jōyō kanji)";"女";"カ ";"よめ, とつ.ぐ, い.く, ゆ.く ";"null";"marry into, bride";536;"ka ";"yome, totsu.gu, i.ku, yu.ku "
"嫉";2317;13;"常用漢字 (jōyō kanji)";"女";"シツ ";"そね.む, ねた.む, にく.む ";"null";"jealous, envy";537;"shitsu ";"sone.mu, neta.mu, niku.mu "
"嫌";1207;13;"常用漢字 (jōyō kanji)";"女";"ケン, ゲン ";"きら.う, きら.い, いや ";"null";"dislike, detest, hate";538;"ken, gen ";"kira.u, kira.i, iya "
"嫡";2130;14;"常用漢字 (jōyō kanji)";"女";"チャク, テキ ";"null";"null";"legitimate wife, direct descent (non-bastard)";539;"chaku, teki ";"null"
"嬉";2274;15;"人名用漢字 (jinmeiyō kanji)";"女";"キ ";"うれ.しい, たの.しむ ";"うらし, うれし ";"glad, pleased, rejoice";540;"ki ";"ure.shii, tano.shimu "
"嬢";2059;16;"常用漢字 (jōyō kanji)";"女";"ジョウ ";"むすめ ";"null";"lass, girl, Miss, daughter";541;"jou ";"musume "
"子";72;3;"教育漢字 (kyōiku kanji)";"子";"シ, ス, ツ ";"こ, -こ, ね ";"い, き, ぎ, く, け, ねっ ";"child, sign of the rat, 11PM-1AM, first sign of Chinese zodiac";542;"shi, su, tsu ";"ko, -ko, ne "
"孔";2052;4;"常用漢字 (jōyō kanji)";"子";"コウ ";"あな ";"のり ";"cavity, hole, slit, very, great, exceedingly";543;"kou ";"ana "
"字";485;6;"教育漢字 (kyōiku kanji)";"子";"ジ ";"あざ, あざな, -な ";"null";"character, letter, word, section of village";544;"ji ";"aza, azana, -na "
"存";577;6;"教育漢字 (kyōiku kanji)";"子";"ソン, ゾン ";"ながら.える, あ.る, たも.つ と.う ";"あり, まさ ";"exist, suppose, be aware of, believe, feel";545;"son, zon ";"nagara.eru, a.ru, tamo.tsu to.u "
"孚";9999;7;"表外漢字 (hyōgai kanji)";"子";"フ ";"たまご, はぐく.む ";"null";"sincere, nourish, encase";546;"fu ";"tamago, haguku.mu "
"孜";1457;7;"人名用漢字 (jinmeiyō kanji)";"子";"シ ";"つと.める ";"null";"industriousness";547;"shi ";"tsuto.meru "
"孟";2127;8;"人名用漢字 (jinmeiyō kanji)";"子";"モウ, ボウ, ミョウ ";"かしら ";"たけし, たけ, はる, はじめ, つとむ, おさ, はい ";"chief, beginning";548;"mou, bou, myou ";"kashira "
"季";842;8;"教育漢字 (kyōiku kanji)";"子";"キ ";"null";"すえ, とし ";"seasons";549;"ki ";"null"
"孤";1239;9;"常用漢字 (jōyō kanji)";"子";"コ ";"null";"null";"orphan, alone";550;"ko ";"null"
"学";63;8;"教育漢字 (kyōiku kanji)";"子";"ガク ";"まな.ぶ ";"たか, のり ";"study, learning, science";551;"gaku ";"mana.bu "
"孫";1388;10;"教育漢字 (kyōiku kanji)";"子";"ソン ";"まご ";"ひ ";"grandchild, descendants";552;"son ";"mago "
"孰";9999;11;"表外漢字 (hyōgai kanji)";"子";"ジュク ";"いずれ, たれ ";"null";"which, how, who";553;"juku ";"izure, tare "
"宀";9999;3;"表外漢字 (hyōgai kanji)";"宀";"ベン, メン ";"null";"null";"shaped crown, katakana u radical (no. 40)";554;"ben, men ";"null"
"宁";9999;5;"表外漢字 (hyōgai kanji)";"宀";"チョ ";"たくわ.える, たたず.む ";"えい, ちよう ";"calm, peaceful, serene, healthy";555;"cho ";"takuwa.eru, tatazu.mu "
"它";9999;5;"表外漢字 (hyōgai kanji)";"宀";"タ ";"へび ";"null";"other";556;"ta ";"hebi "
"宅";357;6;"教育漢字 (kyōiku kanji)";"宀";"タク ";"null";"け, たか, たけ, や, やけ ";"home, house, residence, our house, my husband";557;"taku ";"null"
"宇";883;6;"教育漢字 (kyōiku kanji)";"宀";"ウ ";"null";"いえ, たか, ひろ, ひろし ";"eaves, roof, house, heaven";558;"u ";"null"
"守";457;6;"教育漢字 (kyōiku kanji)";"宀";"シュ, ス ";"まも.る, まも.り, もり, -もり, かみ ";"う, し, も, て ";"guard, protect, defend, obey";559;"shu, su ";"mamo.ru, mamo.ri, mori, -mori, kami "
"安";144;6;"教育漢字 (kyōiku kanji)";"宀";"アン ";"やす.い, やす.まる, やす, やす.らか ";"あ, あす, あず, あっ, や ";"relax, cheap, low, quiet, rested, contented, peaceful";560;"an ";"yasu.i, yasu.maru, yasu, yasu.raka "
"宋";2058;7;"人名用漢字 (jinmeiyō kanji)";"宀";"ソウ ";"null";"null";"dwell, Sung dynasty";561;"sou ";"null"
"完";595;7;"教育漢字 (kyōiku kanji)";"宀";"カン ";"null";"null";"perfect, completion, end";562;"kan ";"null"
"宍";2269;7;"表外漢字 (hyōgai kanji)";"宀";"ニク, ジク ";"しし ";"し, しん ";"muscles, meat";563;"niku, jiku ";"shishi "
"宏";1277;7;"人名用漢字 (jinmeiyō kanji)";"宀";"コウ ";"ひろ.い ";"あつ, ひろ, ひろし ";"wide, large";564;"kou ";"hiro.i "
"宓";9999;8;"表外漢字 (hyōgai kanji)";"宀";"ミチ, フク, ヒツ ";"やす.らか ";"null";"quiet, silent, in good health";565;"michi, fuku, hitsu ";"yasu.raka "
"宕";2248;8;"人名用漢字 (jinmeiyō kanji)";"宀";"トウ ";"すぎる ";"null";"cave";566;"tou ";"sugiru "
"宗";997;8;"教育漢字 (kyōiku kanji)";"宀";"シュウ, ソウ ";"むね ";"かず, し, そ, そお, たか, とし, のり, ひろ, むな, もと, よし ";"religion, sect, denomination, main point, origin, essence";567;"shuu, sou ";"mune "
"官";230;8;"教育漢字 (kyōiku kanji)";"宀";"カン ";"null";"null";"bureaucrat, the government, organ";568;"kan ";"null"
"宙";1005;8;"教育漢字 (kyōiku kanji)";"宀";"チュウ ";"null";"ひろ, ゆ ";"mid-air, air, space, sky, memorization, interval of time";569;"chuu ";"null"
"定";48;8;"教育漢字 (kyōiku kanji)";"宀";"テイ, ジョウ ";"さだ.める, さだ.まる, さだ.か ";"さた ";"determine, fix, establish, decide";570;"tei, jou ";"sada.meru, sada.maru, sada.ka "
"宛";9999;8;"常用漢字 (jōyō kanji)";"宀";"エン ";"あ.てる, -あて, -づつ, あたか.も ";"null";"address, just like, fortunately";571;"en ";"a.teru, -ate, -zutsu, ataka.mo "
"宜";1766;8;"常用漢字 (jōyō kanji)";"宀";"ギ ";"よろ.しい, よろ.しく ";"き, たか, のぶ, のり, よし ";"best regards, good";572;"gi ";"yoro.shii, yoro.shiku "
"宝";1139;8;"教育漢字 (kyōiku kanji)";"宀";"ホウ ";"たから ";"ほ ";"treasure, wealth, valuables";573;"hou ";"takara "
"実";68;8;"教育漢字 (kyōiku kanji)";"宀";"ジツ, シツ ";"み, みの.る, まこと, みの, みち.る ";"ぐみ, さね ";"reality, truth";574;"jitsu, shitsu ";"mi, mino.ru, makoto, mino, michi.ru "
"客";557;9;"教育漢字 (kyōiku kanji)";"宀";"キャク, カク ";"null";"null";"guest, visitor, customer, client";575;"kyaku, kaku ";"null"
"宣";695;9;"教育漢字 (kyōiku kanji)";"宀";"セン ";"のたま.う ";"とおる, のぶ, のぼる, のり, ひさ, よし ";"proclaim, say, announce";576;"sen ";"notama.u "
"室";550;9;"教育漢字 (kyōiku kanji)";"宀";"シツ ";"むろ ";"null";"room, apartment, chamber, greenhouse, cellar";577;"shitsu ";"muro "
"宮";367;10;"教育漢字 (kyōiku kanji)";"宀";"キュウ, グウ, ク, クウ ";"みや ";"ぐ, み ";"Shinto shrine, constellations, palace, princess";578;"kyuu, guu, ku, kuu ";"miya "
"宰";1597;10;"常用漢字 (jōyō kanji)";"宀";"サイ ";"null";"ただ ";"superintend, manager, rule";579;"sai ";"null"
"害";358;10;"教育漢字 (kyōiku kanji)";"宀";"ガイ ";"null";"null";"harm, injury";580;"gai ";"null"
"宴";1675;10;"常用漢字 (jōyō kanji)";"宀";"エン ";"うたげ ";"うた, やす ";"banquet, feast, party";581;"en ";"utage "
"宵";2262;10;"常用漢字 (jōyō kanji)";"宀";"ショウ ";"よい ";"null";"wee hours, evening, early night";582;"shou ";"yoi "
"家";133;10;"教育漢字 (kyōiku kanji)";"宀";"カ, ケ ";"いえ, や, うち ";"あり, え, く, つか, べ ";"house, home, family, professional, expert, performer";583;"ka, ke ";"ie, ya, uchi "
"容";264;10;"教育漢字 (kyōiku kanji)";"宀";"ヨウ ";"い.れる ";"かた, ひろ, まさ ";"contain, form, looks";584;"you ";"i.reru "
"宿";701;11;"教育漢字 (kyōiku kanji)";"宀";"シュク ";"やど, やど.る, やど.す ";"すく, ぶすき, やけ ";"inn, lodging, relay station, dwell, lodge, be pregnant, home, dwelling";585;"shuku ";"yado, yado.ru, yado.su "
"寂";1599;11;"常用漢字 (jōyō kanji)";"宀";"ジャク, セキ ";"さび, さび.しい, さび.れる, さみ.しい ";"null";"loneliness, quietly, mellow, mature, death of a priest";586;"jaku, seki ";"sabi, sabi.shii, sabi.reru, sami.shii "
"寄";673;11;"教育漢字 (kyōiku kanji)";"宀";"キ ";"よ.る, -よ.り, よ.せる ";"よせ, より, よろ ";"draw near, stop in, bring near, gather, collect, send, forward";587;"ki ";"yo.ru, -yo.ri, yo.seru "
"寅";1975;11;"人名用漢字 (jinmeiyō kanji)";"宀";"イン ";"とら ";"とも, のぶ ";"sign of the tiger, 3-5AM, third sign of Chinese zodiac";588;"in ";"tora "
"密";815;11;"教育漢字 (kyōiku kanji)";"宀";"ミツ ";"ひそ.か ";"null";"secrecy, density (pop), minuteness, carefulness";589;"mitsu ";"hiso.ka "
"富";644;12;"教育漢字 (kyōiku kanji)";"宀";"フ, フウ ";"と.む, とみ ";"と, とん, ふっ ";"wealth, enrich, abundant";590;"fu, fuu ";"to.mu, tomi "
"寍";9999;12;"表外漢字 (hyōgai kanji)";"宀";"ネイ ";"むし.ろ ";"null";"used as a term of comparison";591;"nei ";"mushi.ro "
"寒";1456;12;"教育漢字 (kyōiku kanji)";"宀";"カン ";"さむ.い ";"さ, さん ";"cold";592;"kan ";"samu.i "
"寓";2330;12;"人名用漢字 (jinmeiyō kanji)";"宀";"グウ, グ, ドウ ";"ぐう.する, かこつ.ける, よ.せる, よ.る, かりずまい ";"null";"temporary abode, imply, suggest";593;"guu, gu, dou ";"guu.suru, kakotsu.keru, yo.seru, yo.ru, karizumai "
"寛";1377;13;"常用漢字 (jōyō kanji)";"宀";"カン ";"くつろ.ぐ, ひろ.い, ゆる.やか ";"とも, のぶ, のり, ひろし, ひろん, ゆた, ゆたか ";"tolerant, leniency, generosity, relax, feel at home, be at ease, broadminded";594;"kan ";"kutsuro.gu, hiro.i, yuru.yaka "
"寝";1034;13;"常用漢字 (jōyō kanji)";"宀";"シン ";"ね.る, ね.かす, い.ぬ, みたまや, や.める ";"null";"lie down, sleep, rest, bed, remain unsold";595;"shin ";"ne.ru, ne.kasu, i.nu, mitamaya, ya.meru "
"察";477;14;"教育漢字 (kyōiku kanji)";"宀";"サツ ";"null";"null";"guess, presume, surmise, judge, understand";596;"satsu ";"null"
"寡";2035;14;"常用漢字 (jōyō kanji)";"宀";"カ ";"null";"null";"widow, minority, few";597;"ka ";"null"
"寧";1697;14;"常用漢字 (jōyō kanji)";"宀";"ネイ ";"むし.ろ ";"あき, やす, やすし, よし ";"rather, preferably, peaceful, quiet, tranquility";598;"nei ";"mushi.ro "
"審";412;15;"常用漢字 (jōyō kanji)";"宀";"シン ";"つまび.らか, つぶさ.に ";"あきら ";"hearing, judge, trial";599;"shin ";"tsumabi.raka, tsubusa.ni "
"寮";1705;15;"常用漢字 (jōyō kanji)";"宀";"リョウ ";"null";"null";"dormitory, hostel, villa, tea pavillion";600;"ryou ";"null"
"寸";1669;3;"教育漢字 (kyōiku kanji)";"寸";"スン ";"null";"す, みき ";"measurement, tenth of a shaku, a little, small";601;"sun ";"null"
"寺";879;6;"教育漢字 (kyōiku kanji)";"寸";"ジ ";"てら ";"null";"Buddhist temple";602;"ji ";"tera "
"対";34;7;"教育漢字 (kyōiku kanji)";"寸";"タイ, ツイ ";"あいて, こた.える, そろ.い, つれあ.い, なら.ぶ, むか.う ";"つし ";"vis-a-vis, opposite, even, equal, versus, anti-, compare";603;"tai, tsui ";"aite, kota.eru, soro.i, tsurea.i, nara.bu, muka.u "
"封";1143;9;"常用漢字 (jōyō kanji)";"寸";"フウ, ホウ ";"null";"null";"seal, closing";604;"fuu, hou ";"null"
"専";506;9;"教育漢字 (kyōiku kanji)";"寸";"セン ";"もっぱ.ら ";"null";"specialty, exclusive, mainly, solely";605;"sen ";"moppa.ra "
"尃";9999;10;"表外漢字 (hyōgai kanji)";"寸";"フ, ホ ";"しく, あまねし, もと, はらう ";"null";"to state to, to announce";606;"fu, ho ";"shiku, amaneshi, moto, harau "
"射";937;10;"教育漢字 (kyōiku kanji)";"寸";"シャ ";"い.る, さ.す, う.つ ";"null";"shoot, shine into, onto, archery";607;"sha ";"i.ru, sa.su, u.tsu "
"将";634;10;"教育漢字 (kyōiku kanji)";"寸";"ショウ, ソウ ";"まさ.に, はた, まさ, ひきい.る, もって ";"かつ, かつり, すすむ, たか, ゆき ";"leader, commander, general, admiral, or, and again, soon, from now on, just about";608;"shou, sou ";"masa.ni, hata, masa, hikii.ru, motte "
"尉";2007;11;"常用漢字 (jōyō kanji)";"寸";"イ, ジョウ ";"null";"null";"military officer, jailer, old man, rank";609;"i, jou ";"null"
"尊";1181;12;"教育漢字 (kyōiku kanji)";"寸";"ソン ";"たっと.い, とうと.い, たっと.ぶ, とうと.ぶ ";"さだ, たか, たけ, みこと ";"revered, valuable, precious, noble, exalted";610;"son ";"tatto.i, touto.i, tatto.bu, touto.bu "
"尋";1398;12;"常用漢字 (jōyō kanji)";"寸";"ジン ";"たず.ねる, ひろ ";"ず, つぐ ";"inquire, fathom, look for";611;"jin ";"tazu.neru, hiro "
"尌";9999;12;"表外漢字 (hyōgai kanji)";"寸";"シュ, チュ, ジュウ ";"た.てる, た.つ, わらわ, しもべ ";"null";"standing (something) up";612;"shu, chu, juu ";"ta.teru, ta.tsu, warawa, shimobe "
"導";354;15;"教育漢字 (kyōiku kanji)";"寸";"ドウ ";"みちび.く ";"みち ";"guidance, leading, conduct, usher";613;"dou ";"michibi.ku "
"小";114;3;"教育漢字 (kyōiku kanji)";"小(⺌,⺍)";"ショウ ";"ちい.さい, こ-, お-, さ- ";"いさら, こう, さざ, しゃお, ちいさ ";"little, small";614;"shou ";"chii.sai, ko-, o-, sa- "
"少";287;4;"教育漢字 (kyōiku kanji)";"小(⺌,⺍)";"ショウ ";"すく.ない, すこ.し ";"null";"few, little";615;"shou ";"suku.nai, suko.shi "
"尖";2133;6;"人名用漢字 (jinmeiyō kanji)";"小(⺌,⺍)";"セン ";"とが.る, さき, するど.い ";"null";"be pointed, sharp, taper, displeased, angry, edgy";616;"sen ";"toga.ru, saki, surudo.i "
"尚";1531;8;"常用漢字 (jōyō kanji)";"小(⺌,⺍)";"ショウ ";"なお ";"たか, たかし, ないし, なり, ひさ, ひさし ";"esteem, furthermore, still, yet";617;"shou ";"nao "
"尞";9999;12;"表外漢字 (hyōgai kanji)";"小(⺌,⺍)";"リョウ ";"かがりび ";"null";"fuel used for sacrifices";618;"ryou ";"kagaribi "
"尤";9999;4;"人名用漢字 (jinmeiyō kanji)";"尢(尣)";"ユウ ";"もっと.も, とが.める ";"null";"reasonable, just, natural, superb, outstanding, plausible";619;"yuu ";"motto.mo, toga.meru "
"尭";2136;8;"人名用漢字 (jinmeiyō kanji)";"土";"ギョウ ";"たか.い ";"たかし, たか, のり, あき ";"high, far";620;"gyou ";"taka.i "
"就";624;12;"教育漢字 (kyōiku kanji)";"尢(尣)";"シュウ, ジュ ";"つ.く, つ.ける ";"たか, なり ";"concerning, settle, take position, depart, study, per";621;"shuu, ju ";"tsu.ku, tsu.keru "
"尸";9999;3;"表外漢字 (hyōgai kanji)";"尸";"シ ";"かたしろ ";"null";"corpse, remains, flag radical (no. 44)";622;"shi ";"katashiro "
"尹";2180;4;"表外漢字 (hyōgai kanji)";"尸";"イン ";"おさ, ただ.す ";"ちか ";"an official rank";623;"in ";"osa, tada.su "
"尺";1940;4;"教育漢字 (kyōiku kanji)";"尸";"シャク ";"null";"せき ";"shaku, Japanese foot, measure, scale, rule";624;"shaku ";"null"
"尻";1692;5;"常用漢字 (jōyō kanji)";"尸";"コウ ";"しり ";"がみ ";"buttocks, hips, butt, rear";625;"kou ";"shiri "
"尼";1844;5;"常用漢字 (jōyō kanji)";"尸";"ニ ";"あま ";"null";"nun";626;"ni ";"ama "
"尽";1234;6;"常用漢字 (jōyō kanji)";"尸";"ジン, サン ";"つ.くす, -つ.くす, -づ.くし, -つ.く, -づ.く, -ず.く, つ.きる, つ.かす, さかづき, ことごと.く, つか, つき ";"null";"exhaust, use up, run out of, deplete, befriend, serve";627;"jin, san ";"tsu.kusu, -tsu.kusu, -zu.kushi, -tsu.ku, -zu.ku, -zu.ku, tsu.kiru, tsu.kasu, sakazuki, kotogoto.ku, tsuka, tsuki "
"尾";875;7;"常用漢字 (jōyō kanji)";"尸";"ビ ";"お ";"null";"tail, end, counter for fish, lower slope of mountain";628;"bi ";"o "
"尿";1672;7;"常用漢字 (jōyō kanji)";"尸";"ニョウ ";"null";"null";"urine";629;"nyou ";"null"
"局";286;7;"教育漢字 (kyōiku kanji)";"尸";"キョク ";"つぼね ";"null";"bureau, board, office, affair, conclusion, court lady, lady-in-waiting, her apartment";630;"kyoku ";"tsubone "
"居";836;8;"教育漢字 (kyōiku kanji)";"尸";"キョ, コ ";"い.る, -い, お.る ";"おき, ぐ, すえ ";"reside, to be, exist, live with";631;"kyo, ko ";"i.ru, -i, o.ru "
"屈";1434;8;"常用漢字 (jōyō kanji)";"尸";"クツ ";"かが.む, かが.める ";"くっ ";"yield, bend, flinch, submit";632;"kutsu ";"kaga.mu, kaga.meru "
"届";939;8;"教育漢字 (kyōiku kanji)";"尸";"カイ ";"とど.ける, -とど.け, とど.く ";"null";"deliver, reach, arrive, report, notify, forward";633;"kai ";"todo.keru, -todo.ke, todo.ku "
"屋";616;9;"教育漢字 (kyōiku kanji)";"尸";"オク ";"や ";"た ";"roof, house, shop, dealer, seller";634;"oku ";"ya "
"屏";2002;9;"表外漢字 (hyōgai kanji)";"尸";"ヘイ, ビョウ ";"おお.う, しりぞ.く, びょう.ぶ ";"null";"wall, fence";635;"hei, byou ";"oo.u, shirizo.ku, byou.bu "
"展";352;10;"教育漢字 (kyōiku kanji)";"尸";"テン ";"null";"のぶ, のり, ひろ, ゆき ";"unfold, expand";636;"ten ";"null"
"屚";9999;11;"表外漢字 (hyōgai kanji)";"尸";"ロウ, ロ ";"も.る, も.れる, も.らす ";"null";"leak, escape, time";637;"rou, ro ";"mo.ru, mo.reru, mo.rasu "
"属";912;12;"教育漢字 (kyōiku kanji)";"尸";"ゾク, ショク ";"さかん, つく, やから ";"さっか, つき ";"belong, genus, subordinate official, affiliated";638;"zoku, shoku ";"sakan, tsuku, yakara "
"層";801;14;"教育漢字 (kyōiku kanji)";"尸";"ソウ ";"null";"null";"stratum, social class, layer, story, floor";639;"sou ";"null"
"履";1619;15;"常用漢字 (jōyō kanji)";"尸";"リ ";"は.く ";"null";"perform, complete, footgear, shoes, boots, put on (the feet)";640;"ri ";"ha.ku "
"屮";9999;3;"表外漢字 (hyōgai kanji)";"屮";"テツ, サ ";"ひだりて ";"null";"left hand, old grass radical (no. 45)";641;"tetsu, sa ";"hidarite "
"屯";1980;4;"常用漢字 (jōyō kanji)";"屮";"トン ";"たむろ ";"null";"barracks, police station, camp, ton";642;"ton ";"tamuro "
"屰";9999;6;"表外漢字 (hyōgai kanji)";"屮";"ゲキ, ギャク, ハク, ヒャク ";"さか.らう ";"null";"disobedient";643;"geki, gyaku, haku, hyaku ";"saka.rau "
"山";131;3;"教育漢字 (kyōiku kanji)";"山";"サン, セン ";"やま ";"さ, やの, やん ";"mountain";644;"san, sen ";"yama "
"岐";1428;7;"常用漢字 (jōyō kanji)";"山";"キ, ギ ";"null";"たかし, また ";"branch off, fork in road, scene, arena, theater";645;"ki, gi ";"null"
"岡";463;8;"常用漢字 (jōyō kanji)";"山";"コウ ";"おか ";"null";"mount, hill, knoll";646;"kou ";"oka "
"岩";787;8;"教育漢字 (kyōiku kanji)";"山";"ガン ";"いわ ";"null";"boulder, rock, cliff";647;"gan ";"iwa "
"岬";1972;8;"常用漢字 (jōyō kanji)";"山";"コウ ";"みさき ";"さき ";"headland, cape, spit, promontory";648;"kou ";"misaki "
"岳";1334;8;"常用漢字 (jōyō kanji)";"山";"ガク ";"たけ ";"おか, たか, たけん ";"point, peak, mountain";649;"gaku ";"take "
"岸";556;8;"教育漢字 (kyōiku kanji)";"山";"ガン ";"きし ";"けし ";"beach";650;"gan ";"kishi "
"峙";2279;9;"表外漢字 (hyōgai kanji)";"山";"ジ ";"そばだ.つ ";"null";"tower, soar";651;"ji ";"sobada.tsu "
"峠";1941;9;"常用漢字 (jōyō kanji)";"山";"null";"とうげ ";"null";"mountain peak, mountain pass, climax, crest, (kokuji)";652;"null";"touge "
"峡";1833;9;"常用漢字 (jōyō kanji)";"山";"キョウ, コウ ";"はざま ";"き, ば ";"gorge, ravine";653;"kyou, kou ";"hazama "
"峨";2234;10;"人名用漢字 (jinmeiyō kanji)";"山";"ガ ";"けわ.しい ";"null";"high mountain";654;"ga ";"kewa.shii "
"峯";2079;10;"人名用漢字 (jinmeiyō kanji)";"山";"ホウ ";"みね, ね ";"null";"peak, summit";655;"hou ";"mine, ne "
"峰";1836;10;"常用漢字 (jōyō kanji)";"山";"ホウ ";"みね, ね ";"ぶ, ほ ";"summit, peak";656;"hou ";"mine, ne "
"島";245;10;"教育漢字 (kyōiku kanji)";"山";"トウ ";"しま ";"null";"island";657;"tou ";"shima "
"峻";1997;10;"人名用漢字 (jinmeiyō kanji)";"山";"シュン ";"けわ.しい, たか.い ";"たか, たかし, ちか, とし, おか ";"high, steep";658;"shun ";"kewa.shii, taka.i "
"崇";1970;11;"常用漢字 (jōyō kanji)";"山";"スウ ";"あが.める ";"す, たか, たかし, たかむ ";"adore, respect, revere, worship";659;"suu ";"aga.meru "
"崎";533;11;"常用漢字 (jōyō kanji)";"山";"キ ";"さき, さい, みさき ";"null";"promontory, cape, spit";660;"ki ";"saki, sai, misaki "
"崔";1963;11;"表外漢字 (hyōgai kanji)";"山";"ガイ, サイ, スイ ";"がけ ";"null";"cliff, bluff, precipice";661;"gai, sai, sui ";"gake "
"崩";778;11;"常用漢字 (jōyō kanji)";"山";"ホウ ";"くず.れる, -くず.れ, くず.す ";"null";"crumble, die, demolish, level";662;"hou ";"kuzu.reru, -kuzu.re, kuzu.su "
"嵐";1910;12;"常用漢字 (jōyō kanji)";"山";"ラン ";"あらし ";"ぞれ ";"storm, tempest";663;"ran ";"arashi "
"嵒";9999;12;"表外漢字 (hyōgai kanji)";"山";"ガン ";"いわ, けわ.しい ";"null";"rock";664;"gan ";"iwa, kewa.shii "
"嵯";2191;13;"人名用漢字 (jinmeiyō kanji)";"山";"サ, シ ";"null";"null";"steep, craggy, rugged";665;"sa, shi ";"null"
"嶋";1633;14;"人名用漢字 (jinmeiyō kanji)";"山";"トウ ";"しま ";"null";"island";666;"tou ";"shima "
"嶌";1774;14;"表外漢字 (hyōgai kanji)";"山";"トウ ";"しま ";"null";"island";667;"tou ";"shima "
"嶺";1959;17;"人名用漢字 (jinmeiyō kanji)";"山";"レイ, リョウ ";"みね ";"ね ";"peak, summit";668;"rei, ryou ";"mine "
"嶽";2135;17;"表外漢字 (hyōgai kanji)";"山";"ガク ";"たけ ";"たき ";"peak";669;"gaku ";"take "
